CLIENT_CODE,AGE,MARITAL_STATUS,GENDER,INCOME,POSTCODE,LASTUPDATE,
20534,B,M,F,60000,41250,22/9/2020,
20536,D,M,F,60000,68100,23/12/2022,
20559,E,M,M,120000,10470,3/7/2020,
20560,D,M,M,250000,76300,17/6/2022,
20570,C,M,F,100000,50450,22/6/2021,
20572,D,M,M,36000,47400,7/12/2022,
20586,C,M,M,250000,11500,10/2/2020,
20587,B,S,M,48000,47400,23/4/2021,
20599,C,M,M,72000,41400,11/3/2023,
20603,D,M,F,36000,68100,12/1/2022,
20624,B,S,M,36000,11500,29/4/2023,
20626,B,M,M,72000,76300,2/5/2020,
20636,D,M,F,60000,50450,10/2/2021,
20639,C,M,M,84000,47400,19/10/2021,
20667,B,S,M,120000,80300,5/3/2022,
20670,D,S,M,72000,76300,8/6/2021,
20671,E,M,F,36000,41250,21/10/2022,
20680,B,M,F,48000,41400,8/8/2020,
20696,D,M,M,108000,68100,28/6/2021,
20708,E,M,M,120000,81100,27/7/2022,
20715,D,M,M,108000,10470,8/5/2021,
20717,D,M,F,100000,41200,7/3/2020,
20720,C,M,F,36000,10470,22/2/2021,
20726,B,S,M,500000,41400,23/3/2022,
20737,B,S,M,72000,50450,20/8/2021,
20746,C,S,F,50000,68100,22/4/2021,
20760,B,S,M,108000,50450,4/5/2020,
20765,B,S,F,60000,42000,26/12/2021,
20785,C,M,F,100000,76300,23/1/2023,
20811,C,M,M,48000,41400,19/4/2021,
20813,C,M,M,48000,52000,20/5/2021,
20815,C,M,M,250000,52000,5/6/2023,
20818,C,M,F,84000,80300,18/10/2020,
20819,C,M,M,250000,11500,22/3/2023,
20829,D,M,M,48000,42000,14/1/2021,
20835,C,M,M,500000,41400,13/4/2023,
20838,B,S,F,108000,42000,26/4/2022,
20847,B,S,F,84000,80300,17/8/2021,
20868,B,S,F,48000,68100,1/2/2023,
20869,D,M,F,36000,81100,23/10/2021,
20874,B,S,M,250000,81100,7/2/2020,
20879,C,S,M,36000,11500,22/11/2021,
20890,B,S,F,48000,76300,9/6/2022,
20898,B,M,F,100000,52000,31/8/2022,
20905,B,S,F,36000,50450,23/7/2021,
20922,B,S,F,36000,52000,16/5/2021,
20936,C,M,F,50000,52000,13/8/2021,
20939,D,M,M,120000,52000,9/9/2020,
20947,B,S,F,36000,42000,2/5/2020,
20953,C,M,M,48000,81100,17/3/2021,
20968,B,S,F,60000,50450,6/7/2020,
20979,D,M,F,250000,80300,18/10/2021,
20987,D,M,M,48000,41250,25/4/2021,
20993,B,S,M,60000,76300,10/10/2022,
21008,B,S,M,48000,81100,6/11/2020,
21033,B,S,M,36000,42000,3/3/2022,
21057,B,M,M,84000,50450,11/12/2021,
21061,E,M,F,250000,52000,25/8/2021,
21066,C,M,M,48000,42000,10/5/2022,
21069,C,M,M,84000,52000,27/5/2022,
21070,D,M,F,72000,81100,10/11/2022,
21072,B,S,F,48000,41250,17/7/2021,
21075,B,S,M,250000,68100,26/7/2022,
21089,D,M,M,60000,41250,21/6/2021,
21128,D,M,F,120000,81100,27/9/2022,
21134,B,M,M,48000,75000,3/6/2021,
21147,E,M,F,60000,52000,5/4/2021,
21161,C,S,M,50000,75000,24/2/2021,
21203,C,M,F,500000,47400,1/7/2022,
21213,C,D,F,72000,52000,4/6/2020,
21214,C,S,F,48000,10470,28/8/2020,
21215,D,M,F,100000,41200,9/11/2021,
21220,B,M,M,50000,41400,7/8/2020,
21227,E,M,F,108000,11500,6/3/2020,
21234,B,S,M,48000,41250,19/10/2020,
21243,D,M,M,120000,75000,5/2/2020,
21251,B,S,F,100000,52000,17/5/2021,
21257,D,M,F,250000,80300,13/1/2022,
21262,C,M,F,36000,41200,24/1/2023,
21275,B,S,F,48000,51200,11/2/2021,
21298,C,M,M,120000,51200,4/11/2021,
21299,B,S,F,36000,41250,11/3/2020,
21303,D,M,M,120000,80300,15/12/2020,
21311,D,M,F,72000,41250,15/7/2021,
21315,B,S,F,60000,41400,8/6/2022,
21321,B,S,M,72000,75000,16/3/2021,
21331,C,M,M,48000,47400,24/11/2022,
21349,B,M,F,250000,41400,5/6/2023,
21352,E,M,F,60000,42000,26/4/2023,
21370,C,M,M,84000,51200,10/1/2020,
21378,B,S,M,108000,41400,29/6/2022,
21394,C,M,F,60000,41200,25/11/2022,
21413,B,S,F,500000,41200,20/4/2023,
21419,E,M,M,36000,41200,1/2/2022,
21426,E,M,F,48000,42000,20/7/2022,
21447,B,S,M,120000,41250,30/12/2022,
21467,D,S,F,500000,47400,22/3/2020,
21468,B,M,M,48000,76300,26/8/2022,
21469,C,S,F,60000,50450,12/2/2023,
21476,D,M,F,60000,50450,2/5/2022,
21498,B,M,F,36000,50450,10/3/2021,
21501,B,S,F,84000,47400,5/6/2021,
21527,E,M,F,100000,42000,28/3/2021,
21533,B,M,M,48000,10470,18/12/2022,
21541,B,M,M,500000,52000,26/10/2020,
21549,B,S,M,60000,68100,26/3/2020,
21551,C,S,F,60000,51200,29/12/2022,
21553,C,M,M,120000,10470,21/4/2020,
21555,D,M,M,100000,51200,13/12/2022,
21562,E,M,M,36000,50450,23/11/2021,
21564,E,M,F,120000,41400,13/9/2020,
21580,C,M,F,36000,42000,24/2/2022,
21585,C,M,M,84000,11500,5/6/2021,
21586,E,M,M,84000,11500,14/2/2022,
21595,C,S,F,48000,80300,23/7/2020,
21596,B,S,F,250000,41200,12/6/2023,
21600,C,M,F,108000,52000,16/5/2023,
21606,B,S,M,72000,50450,21/5/2020,
21615,B,S,M,60000,52000,5/1/2021,
21626,B,S,M,36000,41400,31/7/2022,
21630,B,S,M,84000,41250,13/6/2021,
21634,B,S,F,120000,52000,26/5/2023,
21641,B,M,M,120000,68100,8/2/2022,
21647,B,S,M,48000,51200,30/5/2022,
21654,B,S,M,108000,81100,25/2/2020,
21661,C,S,F,100000,81100,10/8/2022,
21669,D,M,M,120000,52000,6/4/2023,
21672,E,M,F,100000,11500,15/12/2022,
21677,B,M,F,500000,41400,14/9/2020,
21678,C,S,F,100000,10470,26/6/2020,
21686,C,S,M,100000,81100,29/8/2020,
21695,C,M,M,108000,52000,24/12/2020,
21719,B,M,M,108000,81100,11/11/2020,
21748,E,M,M,108000,52000,17/2/2023,
21750,B,S,M,60000,75000,13/4/2020,
21752,E,D,F,72000,47400,21/3/2021,
21754,C,S,M,60000,50450,17/4/2023,
21765,C,M,M,120000,47400,2/9/2021,
21775,D,M,F,48000,81100,10/5/2020,
21780,B,S,M,48000,41250,31/8/2020,
21782,B,S,F,120000,41200,30/8/2022,
21786,D,D,M,72000,68100,22/6/2023,
21794,D,M,M,108000,11500,18/6/2020,
21797,B,S,M,84000,11500,20/7/2021,
21812,C,M,F,36000,51200,15/2/2021,
21816,B,M,F,50000,81100,17/3/2021,
21854,C,S,M,500000,51200,5/9/2021,
21859,B,S,F,84000,80300,15/1/2022,
21860,B,S,M,60000,80300,11/3/2022,
21866,B,M,F,100000,75000,3/2/2022,
21870,E,M,F,36000,68100,20/4/2023,
21890,D,M,M,36000,75000,19/11/2021,
21896,D,S,F,60000,10470,4/12/2020,
21901,C,M,M,120000,50450,7/11/2020,
21912,C,M,M,48000,52000,7/1/2020,
21916,B,S,M,60000,41250,9/2/2021,
21925,B,S,M,48000,50450,5/8/2020,
21949,B,S,F,72000,11500,1/12/2020,
21951,D,M,M,60000,50450,11/12/2022,
21958,E,M,F,60000,68100,2/1/2020,
21965,D,M,F,120000,42000,21/5/2023,
21966,D,M,M,60000,52000,26/8/2020,
21967,E,M,F,72000,52000,3/11/2022,
21968,C,S,F,48000,42000,16/3/2021,
21970,E,M,M,120000,76300,20/2/2022,
21971,C,S,F,120000,76300,29/6/2020,
21984,D,M,M,48000,68100,15/4/2022,
21986,E,M,F,60000,75000,13/8/2021,
22003,C,M,F,100000,81100,1/11/2020,
22009,D,M,M,36000,68100,21/4/2021,
22049,D,M,M,48000,50450,9/7/2022,
22054,D,M,M,84000,47400,7/1/2020,
22059,B,S,M,72000,50450,19/12/2020,
22072,C,M,M,84000,47400,14/10/2020,
22075,B,M,M,36000,42000,2/7/2022,
22083,C,M,F,108000,80300,22/4/2020,
22092,B,S,F,48000,42000,31/3/2023,
22093,C,M,F,120000,41250,20/12/2022,
22099,C,S,F,48000,41400,25/2/2020,
22113,B,S,F,48000,52000,22/9/2020,
22118,C,D,F,50000,80300,11/2/2023,
22134,B,S,F,500000,10470,19/7/2021,
22137,D,M,M,500000,41400,17/12/2022,
22153,B,S,F,48000,41400,15/10/2022,
22154,C,M,F,84000,68100,9/6/2022,
22156,D,M,F,250000,10470,10/4/2020,
22164,D,M,M,48000,81100,24/10/2021,
22166,B,S,F,48000,47400,15/5/2020,
22166,B,S,F,84000,11500,20/5/2022,
22182,C,M,M,84000,11500,19/6/2023,
22194,C,M,F,120000,68100,24/5/2021,
22200,C,M,F,108000,75000,7/2/2022,
22210,B,S,M,84000,11500,21/2/2022,
22220,C,M,M,36000,10470,25/11/2022,
22233,C,M,F,36000,81100,22/4/2022,
22245,B,S,M,72000,51200,18/12/2022,
22249,B,S,M,500000,47400,18/3/2022,
22265,D,D,F,250000,80300,26/6/2021,
22271,D,M,M,250000,41200,17/6/2022,
22294,C,S,M,36000,81100,11/5/2021,
22299,D,M,F,500000,51200,7/5/2023,
22303,C,M,F,60000,42000,1/7/2021,
22314,C,M,F,36000,42000,30/6/2023,
22315,C,M,M,100000,42000,9/1/2020,
22336,C,M,F,48000,47400,16/8/2021,
22361,B,S,M,250000,41250,25/11/2020,
22367,B,S,M,72000,50450,2/3/2023,
22373,C,M,M,60000,41200,14/6/2021,
22416,D,M,M,120000,11500,29/1/2020,
22430,C,M,M,48000,41400,4/4/2020,
22432,B,S,F,48000,41400,1/7/2022,
22435,C,S,F,60000,80300,13/8/2021,
22447,C,M,M,108000,51200,1/4/2020,
22453,B,D,M,60000,76300,26/5/2023,
22458,D,M,F,48000,50450,9/11/2021,
22462,E,M,M,60000,10470,18/4/2022,
22469,B,S,M,500000,42000,7/1/2021,
22473,C,M,F,60000,42000,10/1/2021,
22483,D,M,F,48000,10470,21/9/2020,
22487,A,S,M,0,81100,11/3/2020,
22512,B,S,M,50000,41200,13/9/2021,
22522,B,S,M,36000,41400,13/10/2021,
22530,C,M,F,48000,42000,19/9/2022,
22535,D,M,M,48000,11500,28/11/2020,
22540,B,S,F,108000,76300,20/1/2023,
22548,C,S,M,500000,52000,25/5/2021,
22552,B,S,F,108000,47400,25/6/2020,
22553,D,W,F,250000,47400,25/12/2020,
22558,D,M,M,48000,51200,8/10/2020,
22558,D,M,M,250000,80300,31/3/2023,
22563,D,M,F,500000,41200,20/7/2020,
22574,C,M,F,48000,42000,19/3/2021,
22601,B,S,F,48000,10470,7/3/2022,
22623,C,M,F,72000,47400,27/11/2021,
22634,D,S,F,60000,51200,2/7/2020,
22648,E,M,F,500000,10470,21/3/2021,
22666,D,M,M,250000,41250,17/9/2020,
22668,C,M,F,50000,42000,19/8/2021,
22680,B,S,M,500000,68100,22/3/2023,
22687,D,M,F,60000,11500,4/1/2020,
22704,B,S,F,500000,76300,2/1/2020,
22715,B,S,F,500000,10470,28/8/2021,
22726,D,M,M,84000,41200,16/1/2022,
22730,B,S,M,250000,42000,29/4/2022,
22753,B,S,M,100000,41250,17/9/2022,
22770,E,S,F,60000,80300,19/4/2022,
22794,B,M,F,36000,47400,5/4/2021,
22801,C,S,F,500000,42000,25/10/2022,
22808,B,S,M,60000,51200,2/3/2021,
22822,B,S,M,120000,47400,5/4/2021,
22835,C,M,M,48000,75000,7/6/2020,
22845,D,S,F,108000,50450,23/10/2021,
22846,B,S,M,84000,41400,8/10/2021,
22850,C,S,M,48000,42000,25/10/2022,
22872,C,M,F,500000,11500,12/7/2022,
22880,B,M,M,500000,47400,18/2/2023,
22915,B,M,M,36000,50450,17/8/2020,
22918,C,S,M,84000,76300,27/9/2022,
22926,C,M,M,72000,80300,25/6/2021,
22931,B,S,M,36000,50450,24/3/2023,
22935,D,D,F,48000,10470,15/4/2020,
22955,B,M,M,100000,80300,3/6/2021,
22980,D,M,F,48000,50450,15/9/2022,
22982,B,M,M,100000,51200,18/6/2022,
22993,B,M,M,250000,47400,18/8/2022,
22996,B,S,F,50000,75000,3/2/2021,
23001,B,S,M,60000,76300,27/9/2020,
23010,E,M,F,120000,51200,12/6/2022,
23013,D,M,F,60000,42000,7/2/2021,
23015,C,M,M,36000,52000,17/10/2022,
23017,B,S,F,72000,68100,2/7/2020,
23021,D,M,M,60000,50450,5/5/2022,
23029,D,M,M,48000,68100,27/5/2023,
23045,B,S,M,60000,42000,13/9/2020,
23046,D,M,F,72000,68100,29/6/2022,
23059,B,M,M,100000,41200,4/3/2023,
23069,D,M,M,72000,52000,12/5/2023,
23077,B,S,M,120000,11500,28/11/2021,
23090,B,S,F,120000,42000,30/6/2022,
23100,C,M,F,48000,52000,17/6/2022,
23111,C,S,F,120000,41400,16/3/2022,
23113,D,D,F,100000,68100,21/5/2021,
23120,B,S,M,36000,80300,6/9/2020,
23127,B,S,F,48000,42000,28/1/2020,
23128,B,S,M,48000,41250,8/4/2020,
23130,E,M,F,60000,68100,5/7/2022,
23141,B,M,F,48000,41250,4/4/2021,
23159,C,M,M,48000,52000,5/2/2022,
23160,C,M,F,108000,10470,3/2/2022,
23161,C,M,F,72000,41200,19/9/2022,
23164,B,S,F,250000,51200,15/8/2020,
23177,B,S,M,108000,68100,23/10/2020,
23179,E,M,M,500000,41250,14/6/2020,
23180,B,S,M,72000,47400,25/3/2020,
23190,B,S,M,84000,41400,8/8/2020,
23196,B,S,M,48000,75000,23/7/2021,
23208,C,S,F,60000,41250,11/6/2021,
23217,B,S,F,84000,76300,19/3/2022,
23221,B,S,M,36000,52000,19/5/2021,
23239,C,M,M,84000,41250,26/4/2020,
23245,E,M,M,100000,41250,6/10/2022,
23256,B,M,F,108000,81100,11/11/2021,
23259,B,S,F,48000,41250,25/1/2021,
23279,B,S,F,100000,41200,2/7/2021,
23286,B,M,M,500000,47400,23/6/2023,
23301,C,D,M,48000,68100,6/4/2020,
23305,E,S,M,36000,11500,14/12/2021,
23306,B,M,M,50000,10470,28/7/2021,
23308,B,S,F,108000,11500,21/11/2020,
23316,E,M,M,50000,11500,22/1/2023,
23322,C,M,F,72000,41400,30/7/2022,
23335,B,S,M,50000,41200,18/3/2021,
23340,E,M,M,250000,76300,15/7/2021,
23347,E,M,M,72000,50450,20/3/2020,
23351,E,M,F,120000,51200,25/3/2023,
23353,D,M,F,120000,75000,30/11/2020,
23361,B,S,F,84000,50450,6/3/2021,
23377,D,S,F,120000,75000,27/2/2021,
23382,D,M,M,48000,52000,12/12/2022,
23388,B,S,F,100000,75000,8/8/2021,
23401,D,M,M,500000,11500,20/8/2020,
23407,B,S,M,250000,41400,3/8/2022,
23411,B,M,F,48000,52000,14/9/2020,
23422,B,S,M,50000,51200,8/8/2022,
23445,B,S,M,120000,10470,13/11/2020,
23455,B,S,F,60000,47400,6/4/2022,
23462,C,M,F,60000,51200,12/10/2022,
23467,B,S,F,100000,80300,22/1/2022,
23480,B,M,F,60000,47400,7/3/2020,
23534,B,S,M,48000,41400,7/10/2022,
23536,D,M,M,48000,52000,6/4/2023,
23542,C,M,F,120000,76300,26/11/2022,
23550,B,S,M,100000,41200,1/9/2020,
23581,C,S,M,250000,10470,21/6/2021,
23586,C,M,M,72000,11500,22/8/2020,
23592,B,S,M,48000,42000,4/4/2020,
23595,B,S,F,36000,52000,11/11/2020,
23601,C,S,F,108000,11500,5/12/2022,
23606,D,S,M,100000,76300,20/8/2020,
23614,B,S,M,500000,50450,23/6/2020,
23616,B,S,M,120000,75000,11/5/2020,
23634,C,M,M,108000,41200,11/8/2022,
23636,C,S,M,48000,10470,4/6/2022,
23645,B,M,F,48000,52000,30/11/2020,
23646,E,M,F,60000,41200,20/2/2022,
23648,B,M,F,108000,41200,16/1/2021,
23651,B,S,M,60000,41400,24/6/2021,
23654,B,S,F,60000,75000,31/1/2021,
23655,B,S,F,36000,41250,5/8/2021,
23667,B,S,F,60000,80300,9/6/2021,
23681,B,S,M,108000,42000,13/1/2020,
23699,C,M,M,500000,41250,16/9/2022,
23719,C,M,M,50000,41200,1/4/2022,
23727,C,M,F,108000,41200,2/6/2020,
23729,E,S,F,72000,41400,2/5/2022,
23743,D,M,F,250000,41200,22/5/2023,
23744,D,S,F,500000,41250,28/3/2023,
23750,B,S,M,72000,41200,4/9/2021,
23754,B,S,F,120000,50450,23/12/2020,
23762,C,M,M,50000,51200,15/6/2022,
23766,B,S,M,36000,42000,15/11/2022,
23784,E,M,F,36000,52000,3/7/2021,
23793,C,S,F,48000,41250,25/5/2023,
23796,B,S,F,48000,75000,28/8/2020,
23804,E,M,M,72000,41200,12/7/2020,
23813,B,M,F,50000,41200,13/12/2020,
23821,C,S,M,100000,51200,26/10/2020,
23826,D,M,F,84000,41400,8/1/2022,
23828,D,S,M,36000,11500,19/1/2020,
23835,C,M,F,120000,47400,24/1/2023,
23836,E,M,M,48000,11500,15/3/2020,
23840,C,M,M,500000,41200,1/4/2022,
23842,C,M,F,48000,52000,15/11/2020,
23853,C,M,M,48000,47400,28/6/2022,
23865,B,S,M,36000,41200,30/7/2020,
23874,B,S,F,60000,52000,26/3/2020,
23878,C,M,F,48000,41200,24/7/2022,
23882,D,M,F,36000,11500,2/9/2022,
23885,D,S,M,250000,80300,11/10/2020,
23889,B,S,M,100000,76300,12/6/2022,
23911,C,M,F,500000,42000,8/7/2022,
23927,C,S,M,250000,11500,16/4/2021,
23928,C,M,F,500000,42000,2/8/2022,
23929,E,M,F,250000,51200,12/3/2020,
23932,C,S,F,108000,41400,20/2/2021,
23938,B,M,M,36000,47400,9/4/2023,
23950,C,S,M,60000,41200,1/2/2020,
23955,B,S,M,50000,68100,29/10/2022,
23966,E,M,F,36000,76300,28/12/2020,
23982,B,S,M,48000,50450,21/5/2022,
23994,B,S,M,36000,76300,2/11/2022,
24002,B,S,F,500000,76300,3/1/2023,
24006,C,M,F,48000,68100,31/3/2021,
24006,C,M,F,36000,51200,8/3/2021,
24015,B,M,M,500000,75000,18/6/2023,
24026,D,M,M,250000,51200,24/7/2020,
24029,B,S,M,250000,68100,2/4/2022,
24031,D,M,F,60000,11500,25/1/2022,
24045,B,S,F,60000,41400,4/5/2023,
24047,B,S,M,108000,47400,9/8/2020,
24052,B,S,F,60000,11500,7/11/2021,
24063,C,M,M,36000,80300,12/8/2022,
24066,C,M,F,250000,11500,26/11/2021,
24068,C,M,F,84000,42000,10/9/2021,
24075,C,W,F,50000,75000,10/8/2021,
24080,B,S,M,48000,76300,15/12/2021,
24081,C,M,M,84000,52000,24/3/2022,
24082,C,S,M,36000,41400,30/12/2021,
24083,D,M,M,48000,42000,7/6/2020,
24092,B,S,M,108000,41400,27/12/2021,
24093,B,S,M,50000,76300,25/7/2022,
24101,B,S,M,120000,76300,3/7/2022,
24108,E,M,F,48000,41250,1/3/2023,
24119,C,S,M,108000,41200,28/4/2023,
24127,C,M,M,60000,10470,11/5/2022,
24137,C,M,M,84000,42000,20/5/2022,
24147,C,D,F,48000,41400,19/10/2022,
24148,B,S,M,72000,51200,19/1/2022,
24170,B,S,M,120000,41400,28/12/2021,
24174,B,S,M,250000,75000,17/4/2021,
24194,C,S,F,84000,11500,5/4/2023,
24201,D,M,M,48000,81100,12/2/2020,
24203,C,S,F,36000,81100,2/7/2022,
24211,B,S,M,84000,42000,25/11/2020,
24227,B,M,F,108000,51200,28/2/2023,
24245,C,M,F,36000,50450,15/3/2022,
24246,B,S,M,48000,41200,26/2/2021,
24267,D,M,F,500000,68100,9/3/2021,
24275,E,M,F,48000,11500,21/11/2022,
24276,C,M,F,100000,41200,25/6/2023,
24290,C,S,M,60000,42000,14/12/2022,
24301,B,S,M,108000,52000,18/6/2023,
24305,D,M,F,36000,41250,28/4/2021,
24311,D,S,M,100000,76300,20/11/2020,
24312,B,M,F,50000,41400,18/5/2022,
24320,D,M,M,100000,10470,26/10/2020,
24329,B,S,F,60000,42000,23/12/2021,
24332,B,M,M,72000,76300,25/10/2020,
24334,E,M,M,60000,52000,5/5/2023,
24336,B,S,M,48000,76300,11/4/2022,
24339,B,S,F,60000,41400,20/11/2022,
24345,B,S,F,72000,11500,25/12/2020,
24350,B,S,F,72000,75000,8/2/2023,
24362,B,S,M,48000,41400,4/3/2022,
24363,C,M,F,500000,76300,7/10/2022,
24373,D,S,F,48000,47400,14/10/2022,
24400,B,S,F,120000,75000,13/1/2021,
24404,B,S,F,84000,50450,17/5/2021,
24405,E,M,F,36000,10470,4/3/2023,
24409,B,S,F,36000,80300,25/8/2022,
24419,C,S,M,36000,41250,23/11/2021,
24420,B,S,M,108000,10470,27/1/2022,
24428,D,M,F,48000,41250,27/2/2021,
24442,B,S,M,120000,52000,12/11/2021,
24448,B,S,F,120000,41200,26/5/2021,
24467,B,S,F,120000,41400,23/8/2022,
24486,C,S,F,250000,50450,27/1/2021,
24494,D,M,M,250000,52000,16/7/2022,
24495,C,M,F,84000,51200,16/4/2023,
24502,B,S,F,250000,80300,25/6/2021,
24514,D,M,M,100000,75000,7/6/2022,
24515,B,M,M,108000,10470,24/5/2021,
24517,B,M,F,250000,11500,28/2/2022,
24519,C,M,M,84000,41250,22/8/2021,
24520,B,M,F,250000,50450,26/2/2021,
24523,B,S,M,100000,41400,21/10/2020,
24546,C,M,M,250000,75000,23/9/2022,
24551,B,S,F,36000,11500,1/1/2021,
24561,C,S,M,72000,47400,10/3/2021,
24563,C,S,F,48000,51200,10/1/2020,
24566,B,S,F,100000,10470,9/1/2020,
24575,D,D,F,48000,42000,23/4/2020,
24576,B,S,F,500000,76300,15/2/2022,
24580,C,M,F,60000,41400,2/4/2022,
24581,E,M,F,84000,75000,20/6/2021,
24597,B,S,M,100000,80300,5/8/2022,
24610,C,M,F,60000,47400,7/5/2023,
24623,D,M,M,72000,68100,15/1/2021,
24624,C,M,M,48000,41250,3/5/2022,
24629,B,S,F,250000,75000,4/1/2020,
24670,E,M,M,48000,41250,16/2/2022,
24685,E,S,M,60000,42000,22/11/2021,
24695,E,M,F,100000,42000,10/1/2022,
24696,B,S,M,36000,68100,9/5/2020,
24705,B,S,M,48000,81100,6/12/2022,
24716,C,M,F,500000,11500,20/8/2021,
24724,C,M,F,84000,68100,26/11/2022,
24727,B,S,M,48000,42000,15/12/2022,
24727,B,S,M,500000,41400,15/10/2021,
24729,C,S,F,120000,42000,16/9/2021,
24736,B,S,F,120000,51200,20/12/2021,
24739,B,,F,84000,41250,26/9/2022,
24749,D,M,M,72000,80300,16/1/2021,
24765,B,S,M,36000,50450,21/3/2023,
24766,B,S,M,72000,11500,8/1/2020,
24769,B,S,M,48000,41250,31/8/2021,
24779,D,M,F,60000,75000,26/2/2022,
24785,D,M,M,120000,75000,3/7/2022,
24791,C,M,F,36000,50450,16/4/2021,
24794,C,M,M,72000,41200,21/10/2020,
24795,C,M,F,36000,41250,27/6/2020,
24811,B,M,F,48000,41200,15/5/2023,
24824,C,M,F,84000,51200,30/8/2020,
24837,E,M,F,60000,10470,10/8/2020,
24841,B,M,M,84000,68100,10/3/2023,
24848,C,S,F,250000,11500,1/6/2020,
24864,C,M,M,60000,76300,5/12/2021,
24870,C,M,M,60000,52000,4/5/2021,
24873,B,S,F,36000,76300,12/11/2020,
24877,E,M,M,48000,76300,22/11/2021,
24880,D,D,F,72000,42000,11/9/2021,
24903,C,M,M,36000,42000,18/9/2022,
24905,C,M,F,72000,11500,18/6/2023,
24907,D,M,M,60000,10470,7/3/2022,
24922,C,M,F,84000,75000,13/3/2023,
24935,D,M,M,50000,76300,12/5/2021,
24937,D,S,M,84000,81100,5/1/2021,
24942,C,M,M,48000,47400,12/8/2021,
24944,B,S,M,84000,81100,1/2/2023,
24953,E,M,F,60000,41200,16/4/2023,
24995,D,M,M,120000,80300,9/11/2022,
25001,B,S,M,84000,42000,30/3/2022,
25006,D,S,F,60000,52000,7/1/2023,
25020,B,S,M,36000,10470,2/1/2022,
25041,B,S,F,100000,51200,19/1/2020,
25055,C,S,M,48000,68100,22/3/2021,
25064,B,S,F,500000,41400,18/3/2020,
25065,C,M,M,250000,10470,24/2/2023,
25067,B,S,M,250000,10470,29/1/2020,
25069,C,S,F,100000,81100,27/5/2021,
25076,B,S,M,60000,51200,7/3/2020,
25085,B,S,F,250000,81100,28/10/2021,
25087,E,M,F,60000,41400,17/6/2021,
25088,E,M,F,500000,50450,12/5/2021,
25095,B,S,M,36000,10470,16/9/2020,
25104,D,D,F,108000,41400,20/4/2022,
25107,B,S,M,100000,41400,29/8/2021,
25108,B,S,F,84000,52000,10/2/2021,
25113,B,S,F,36000,10470,25/5/2022,
25121,B,S,F,48000,41200,14/12/2022,
25122,B,S,M,48000,68100,19/4/2022,
25124,C,M,M,500000,76300,9/12/2022,
25135,B,S,M,250000,75000,3/8/2021,
25168,C,M,M,36000,68100,4/10/2022,
25171,E,M,M,120000,75000,2/3/2021,
25172,D,M,M,60000,80300,8/2/2020,
25181,B,S,M,250000,10470,12/2/2020,
25187,B,S,M,72000,81100,28/11/2022,
25201,E,M,M,72000,42000,26/5/2022,
25206,E,M,F,72000,51200,10/3/2022,
25208,B,S,F,250000,11500,31/5/2022,
25221,B,S,F,48000,81100,6/6/2020,
25222,B,S,M,108000,47400,6/10/2022,
25230,D,M,F,120000,80300,8/3/2021,
25246,B,S,M,84000,42000,10/12/2020,
25259,B,S,F,48000,81100,20/1/2020,
25268,A,S,M,0,68100,25/7/2022,
25269,B,S,M,48000,41400,12/11/2021,
25275,B,S,F,60000,52000,22/4/2020,
25293,D,M,F,100000,81100,9/3/2023,
25298,E,M,F,36000,50450,28/5/2020,
25302,B,S,M,120000,42000,2/3/2020,
25310,E,M,F,60000,41250,6/9/2022,
25316,B,S,F,84000,51200,13/12/2022,
25330,C,M,M,60000,10470,6/3/2021,
25330,C,M,M,84000,76300,22/9/2022,
25332,B,S,M,48000,80300,10/4/2021,
25334,D,M,M,250000,52000,24/1/2020,
25350,C,M,F,108000,75000,11/9/2022,
25351,C,M,M,250000,76300,22/4/2022,
25360,D,M,F,48000,80300,15/3/2023,
25380,C,M,M,108000,52000,9/9/2021,
25392,B,S,F,48000,75000,17/6/2020,
25396,B,S,M,250000,51200,23/2/2021,
25397,B,S,F,500000,41200,3/8/2022,
25401,C,S,M,500000,52000,29/1/2023,
25405,B,S,M,60000,41400,3/8/2022,
25408,B,S,F,60000,42000,31/7/2020,
25415,C,M,F,60000,47400,2/12/2021,
25463,E,M,M,250000,41200,3/11/2021,
25482,D,M,F,48000,42000,5/7/2021,
25486,B,S,F,48000,51200,31/7/2020,
25488,C,S,F,500000,10470,20/12/2020,
25500,C,M,M,36000,81100,21/1/2021,
25516,C,M,M,48000,52000,2/8/2020,
25522,C,M,F,72000,42000,8/10/2020,
25526,B,S,M,84000,51200,30/4/2023,
25527,C,S,F,36000,50450,22/10/2022,
25532,B,S,F,48000,10470,17/4/2021,
25536,E,M,F,120000,50450,10/5/2021,
25540,E,M,F,84000,68100,17/6/2023,
25542,B,S,F,250000,50450,13/2/2023,
25547,C,S,F,48000,81100,22/1/2022,
25549,C,M,M,72000,11500,17/8/2020,
25555,E,M,M,108000,41400,11/2/2021,
25557,C,M,M,48000,11500,15/11/2020,
25572,C,S,F,36000,51200,28/5/2022,
25583,C,M,F,48000,11500,23/2/2022,
25599,B,S,F,100000,41250,30/5/2022,
25601,B,M,F,48000,50450,17/9/2020,
25608,C,M,F,60000,10470,16/2/2021,
25638,C,S,M,48000,81100,10/9/2021,
25648,B,M,F,120000,41200,2/2/2021,
25650,B,S,M,48000,81100,6/7/2022,
25660,C,M,F,48000,75000,30/8/2021,
25691,B,S,F,120000,42000,15/11/2021,
